%SECTION,Levels,

Name,Number,Description,OverrideColor,OverrideStyle,OverrideWeight,OverrideMaterial,ByLevelColor,ByLevelStyle,ByLevelWeight,ByLevelMaterial,DisplayPriority,Transparency,GlobalDisplay,GlobalFreeze,ElementAccess,Plot,OverrideStyleScale,OverrideStyleOriginWidth,OverrideStyleEndWidth,ByLevelStyleScale,ByLevelStyleOriginWidth,ByLevelStyleEndWidth,
C-BLN0-PTRN,2506,Base Line 0 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN0-SYMB,2507,Base Line 0 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN0-PNTS,2508,Base Line 0 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN0-WORK,2509,Base Line 0 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1,2520,Base Line 1 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-TEXT,2521,Base Line 1 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-NOTE,2522,"Base Line 1 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-DIMS,2523,"Base Line 1 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-LINE,2524,Base Line 1 -  Center/BaseLine,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-COGO,2525,Base Line 1 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-PTRN,2526,Base Line 1 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-SYMB,2527,Base Line 1 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-PNTS,2528,Base Line 1 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN1-WORK,2529,Base Line 1 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2,2540,Base Line 2 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-TEXT,2541,Base Line 2 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-NOTE,2542,"Base Line 2 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-DIMS,2543,"Base Line 2 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-LINE,2544,Base Line 2 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-COGO,2545,Base Line 2 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-PTRN,2546,Base Line 2 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-SYMB,2547,Base Line 2 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-PNTS,2548,Base Line 2 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN2-WORK,2549,Base Line 2 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3,2560,Base Line 3 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-TEXT,2561,Base Line 3 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-NOTE,2562,"Base Line 3 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-DIMS,2563,"Base Line 3 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-LINE,2564,Base Line 3 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-COGO,2565,Base Line 3 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-PTRN,2566,Base Line 3 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-SYMB,2567,Base Line 3 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-PNTS,2568,Base Line 3 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN3-WORK,2569,Base Line 3 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4,2580,Base Line 4 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-TEXT,2581,Base Line 4 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-NOTE,2582,"Base Line 4 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-DIMS,2583,"Base Line 4 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-LINE,2584,Base Line 4 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-COGO,2585,Base Line 4 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-PTRN,2586,Base Line 4 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-SYMB,2587,Base Line 4 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-PNTS,2588,Base Line 4 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN4-WORK,2589,Base Line 4 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5,2600,Base Line 5 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-TEXT,2601,Base Line 5 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-NOTE,2602,"Base Line 5 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-DIMS,2603,"Base Line 5 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-LINE,2604,Base Line 5 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-COGO,2605,Base Line 5 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-PTRN,2606,Base Line 5 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-SYMB,2607,Base Line 5 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-PNTS,2608,Base Line 5 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN5-WORK,2609,Base Line 5 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6,2620,Base Line 6 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-TEXT,2621,Base Line 6 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-NOTE,2622,"Base Line 6 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-DIMS,2623,"Base Line 6 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-LINE,2624,Base Line 6 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-COGO,2625,Base Line 6 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-PTRN,2626,Base Line 6 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-SYMB,2627,Base Line 6 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-PNTS,2628,Base Line 6 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN6-WORK,2629,Base Line 6 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7,2640,Base Line 7 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-TEXT,2641,Base Line 7 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-NOTE,2642,"Base Line 7 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-DIMS,2643,"Base Line 7 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-LINE,2644,Base Line 7 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-COGO,2645,Base Line 7 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-PTRN,2646,Base Line 7 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-SYMB,2647,Base Line 7 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-PNTS,2648,Base Line 7 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN7-WORK,2649,Base Line 7 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8,2660,Base Line 8 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-TEXT,2661,Base Line 8 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-NOTE,2662,"Base Line 8 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-DIMS,2663,"Base Line 8 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-LINE,2664,Base Line 8 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-COGO,2665,Base Line 8 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-PTRN,2666,Base Line 8 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-SYMB,2667,Base Line 8 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-PNTS,2668,Base Line 8 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN8-WORK,2669,Base Line 8 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9,2680,Base Line 9 -  Base level  (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-TEXT,2681,Base Line 9 -  Annotation text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-NOTE,2682,"Base Line 9 -  Notes, Curve Data",,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-DIMS,2683,"Base Line 9 -  Dimensions, Stationing",,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-LINE,2684,Base Line 9 -  Center/Base Line,,,,NULL,2,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-COGO,2685,Base Line 9 -  COGO points,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-PTRN,2686,Base Line 9 -  Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-SYMB,2687,Base Line 9 -  Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-PNTS,2688,Base Line 9 -  Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BLN9-WORK,2689,Base Line 9 -  User work  (Non-Plotting),,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD,3000,Roadway,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-TEXT,3001,Roadway - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-NOTE,3002,Roadway - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-DIMS,3003,Roadway - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-PTRN,3006,Roadway - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-SYMB,3007,Roadway - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-PNTS,3008,Roadway - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-WORK,3009,Roadway - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-CNTR,3010,Roadway - Centerline (Non-Patterned),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-EDGE,3015,Roadway - Edge of Roadway (Pavement),,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-LANE,3020,Roadway - Edge of Lane,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-MEDN,3025,Roadway - Edge of Median,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-TOEB,3030,Roadway - Toe of Bank or Berm,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-TOPB,3035,Roadway - Top of Bank or Berm,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-BNCH,3040,Roadway - Benching,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-HING,3045,Roadway - Hinge Point,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-JNTS,3050,"Roadway - Joints - Expansion, Centerline etc.",,,,NULL,4,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-MISC,3055,Roadway - Miscellaneous Items,,,,NULL,4,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-ROAD-BRDG,3060,Roadway - Bridge Structure Outline,,,,NULL,4,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR,3100,Shoulders,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-TEXT,3101,Shoulders - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-NOTE,3102,Shoulders - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-DIMS,3103,Shoulders - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-PTRN,3106,Shoulders - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-SYMB,3107,Shoulders - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-PNTS,3108,Shoulders - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-WORK,3109,Shoulders - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-EDGE,3110,Shoulders - Edge of Shoulder,,,,NULL,5,0,3,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SHDR-BOTM,3120,Shoulders - Bottom of Shoulder,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB,3200,Curbs and Gutters,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-TEXT,3201,Curbs - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-NOTE,3202,Curbs - Note,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-DIMS,3203,Curbs - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-PTRN,3206,Curbs - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-SYMB,3207,Curbs - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-PNTS,3208,Curbs - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-WORK,3209,Curbs - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-BOTM,3210,Curbs - Bottom of Curb,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-TOPP,3215,Curbs - Top of Curb,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-BACK,3220,Curbs - Back of Curb,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-CURB-UNDR,3225,Curbs - Bottom - non plotting,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL,3300,Guide rail,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-TEXT,3301,Guide rail - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-NOTE,3302,Guide rail - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-DIMS,3303,Guide rail - Dimensions,,,,NULL,3,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-PTRN,3306,Guide rail - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-SYMB,3307,Guide rail - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-PNTS,3308,Guide rail - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-WORK,3309,Guide rail - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-EXIS,3310,Guide rail - Existing,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-PROP,3320,Guide rail - Proposed,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-PROP-LEFT,3321,Guide rail - Proposed left side,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-PROP-RGHT,3325,Guide rail - Proposed right side,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-ENDT,3330,Guide rail - End treatment,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-GRAL-MARK,3340,Guide rail - Markers and Reflectors,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR,3400,Barriers - Base level (Uncontrolled),,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-TEXT,3401,Barriers - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-NOTE,3402,Barriers - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-DIMS,3403,Barriers - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-LINE,3404,Barriers - Linear Elements,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-ENDT,3405,Barriers - End Treatments,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-PTRN,3406,Barriers - Pattern,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-SYMB,3407,Barriers - Symbols,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-PNTS,3408,Barriers - Points (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-WORK,3409,Barriers - User Work (Non-Plotting),,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-BARR-VBFN,3410,Barriers - Visual Barrier Fence,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK,3500,Sidewalks,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-TEXT,3501,Sidewalks - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-NOTE,3502,Sidewalks - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-DIMS,3503,Sidewalks - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-PTRN,3506,Sidewalks - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-SYMB,3507,Sidewalks - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-PNTS,3508,Sidewalks - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-WORK,3509,Sidewalks - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-EDGE,3510,Sidewalks - Edge of,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-UNDR,3520,Sidewalks - NON-PLOTTING,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-SWLK-RAMP,3530,Sidewalks - Handicap Ramp,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV,3600,Driveways,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-TEXT,3601,Driveways - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-NOTE,3602,Driveways - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-DIMS,3603,Driveways - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-PTRN,3606,Driveways - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-SYMB,3607,Driveways - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-PNTS,3608,Driveways - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-WORK,3609,Driveways - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-LINE,3610,Driveways - Lines,,,,NULL,5,line,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-DRIV-EDGE,3620,Driveways - Edge of,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG,3700,Parking Lots,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-TEXT,3701,Parking Lots - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-NOTE,3702,Parking Lots - Note,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-DIMS,3703,Parking Lots - Dimensions,,,,NULL,3,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-PTRN,3706,Parking Lots - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-SYMB,3707,Parking Lots - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-PNTS,3708,Parking Lots - Points (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-WORK,3709,Parking Lots - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-LINE,3710,Parking Lots - Line,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-PRKG-EDGE,3720,Parking Lots - Edge of,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL,3800,Trails or Paths,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-TEXT,3801,Trails - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-NOTE,3802,Trails - Notes,,,,NULL,4,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-DIMS,3803,Trails - Dimensions,,,,NULL,3,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-PTRN,3806,Trails - Pattern,,,,NULL,2,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-SYMB,3807,Trails - Symbols,,,,NULL,1,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-PNTS,3808,Trails - Points,,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-WORK,3809,Trails - User Work (Non-Plotting),,,,NULL,0,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-LINE,3810,Trails - Lines,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-TRAL-EDGE,3820,Trails - Edge of,,,,NULL,5,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-RAIL,3900,Railroad,,,,NULL,15,0,1,NULL,0,0.000000,1,0,0,1,,,,,,,
C-RAIL-TEXT,3901,Railroad - Text,,,,NULL,5,0,2,NULL,0,0.000000,1,0,0,1,,,,,,,
